Transporteur;Gare origine;Gare origine - code UIC;Destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;DOUAI;87345009;2;Tarif Normal;30;125
TGV INOUI;AVIGNON CENTRE;87765008;DOUAI;87345009;1;Tarif Normal;51;179
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;DOUAI;87345009;2;Tarif Normal;25;127
TGV INOUI;PAU;87672006;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;199
TGV INOUI;EVREUX - NORMANDIE;87387001;LANDRY;87741777;1;Tarif Normal;31;190
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;DOUAI;87345009;1;Tarif Normal;31;193
TGV INOUI;DOUAI;87345009;SETE;87773200;1;Tarif Normal;51;179
TGV INOUI;LEPIN LE LAC LA BAUCHE;87741439;DOUAI;87345009;1;Tarif Normal;36;221
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST JEAN DE LUZ CIBOURE;87677120;2;Tarif Normal;25;123
TGV INOUI;EVREUX - NORMANDIE;87387001;BOURG ST MAURICE;87741793;1;Tarif Normal;31;190
TGV INOUI;LANDRY;87741777;DOUAI;87345009;2;Tarif Normal;25;127
TGV INOUI;BEZIERS;87781005;DOUAI;87345009;1;Tarif Normal;51;179
TGV INOUI;ALBERTVILLE;87741645;DOUAI;87345009;2;Tarif Normal;25;127
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;SETE;87773200;1;Tarif Normal;31;190
TGV INOUI;EVREUX - NORMANDIE;87387001;BOURG ST MAURICE;87741793;2;Tarif Normal;25;125
TGV INOUI;BOURG ST MAURICE;87741793;DOUAI;87345009;2;Tarif Normal;25;127
TGV INOUI;BEZIERS;87781005;DOUAI;87345009;2;Tarif Normal;45;139
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;DOUAI;87345009;2;Tarif Normal;25;127
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;SETE;87773200;2;Tarif Normal;25;116
TGV INOUI;LE MANS;87396002;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;15;60
TGV INOUI;ANNEMASSE;87745497;DOUAI;87345009;2;Tarif Normal;51;127
TGV INOUI;CONFLANS FIN D'OISE;87381459;MANTES LA JOLIE;87381509;1;Tarif Normal;17;55
TGV INOUI;LANDRY;87741777;DOUAI;87345009;1;Tarif Normal;31;193
TGV INOUI;PERPIGNAN;87784009;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;206
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;SABLE SUR SARTHE;87396408;1;Tarif Normal;17;118
TGV INOUI;ANNECY;87746008;DOUAI;87345009;2;Tarif Normal;25;127
TGV INOUI;CONFLANS FIN D'OISE;87381459;MANTES LA JOLIE;87381509;2;Tarif Normal;15;35
TGV INOUI;BOURG ST MAURICE;87741793;DOUAI;87345009;1;Tarif Normal;31;193
TGV INOUI;PERPIGNAN;87784009;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;124
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;REDON;87471300;2;Tarif Normal;20;94
TGV INOUI;LA ROCHE SUR FORON;87746305;DOUAI;87345009;1;Tarif Normal;57;193
TGV INOUI;CONFLANS FIN D'OISE;87381459;ROUEN RIVE DROITE;87411017;1;Tarif Normal;15;42
TGV INOUI;MODANE;87742007;DOUAI;87345009;2;Tarif Normal;45;127
TGV INOUI;VERSAILLES CHANTIERS;87393009;BERNAY;87444299;1;Tarif Normal;13;43
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;VITRE;87471508;1;Tarif Normal;19;129
TGV INOUI;LA ROCHE SUR FORON;87746305;DOUAI;87345009;2;Tarif Normal;51;127
TGV INOUI;CONFLANS FIN D'OISE;87381459;ROUEN RIVE DROITE;87411017;2;Tarif Normal;13;29
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;DOUAI;87345009;1;Tarif Normal;57;193
TGV INOUI;VERSAILLES CHANTIERS;87393009;LISON;87447219;1;Tarif Normal;22;99
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;VITRE;87471508;2;Tarif Normal;15;78
TGV INOUI;GRENOBLE;87747006;DOUAI;87345009;1;Tarif Normal;31;193
TGV INOUI;EVREUX - NORMANDIE;87387001;MANTES LA JOLIE;87381509;1;Tarif Normal;12;28
TGV INOUI;BELLEGARDE;87745000;DOUAI;87345009;1;Tarif Normal;31;193
TGV INOUI;VERSAILLES CHANTIERS;87393009;VALOGNES;87447284;2;Tarif Normal;20;52
TGV INOUI;BREST;87474007;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;26;164
TGV INOUI;DOUAI;87345009;SETE;87773200;2;Tarif Normal;45;139
TGV INOUI;MANTES LA JOLIE;87381509;ROUEN RIVE DROITE;87411017;2;Tarif Normal;13;29
TGV INOUI;VALENCE VILLE;87761007;DOUAI;87345009;2;Tarif Normal;51;127
TGV INOUI;VERSAILLES CHANTIERS;87393009;LYON PERRACHE;87722025;1;Tarif Normal;29;158
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;LANDERNEAU;87474239;1;Tarif Normal;26;164
TGV INOUI;DOUAI;87345009;NARBONNE;87781104;1;Tarif Normal;51;179
TGV INOUI;BREAUTE BEUZEVILLE;87413344;MANTES LA JOLIE;87381509;2;Tarif Normal;15;38
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;DOUAI;87345009;1;Tarif Normal;31;178
TGV INOUI;VERSAILLES CHANTIERS;87393009;ST AVRE LA CHAMBRE;87741306;2;Tarif Normal;25;109
TGV INOUI;MORLAIX;87474338;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;26;159
TGV INOUI;DOUAI;87345009;NARBONNE;87781104;2;Tarif Normal;45;139
TGV INOUI;MANTES LA JOLIE;87381509;YVETOT;87413385;1;Tarif Normal;14;43
TGV INOUI;NIMES;87775007;DOUAI;87345009;1;Tarif Normal;51;179
TGV INOUI;VERSAILLES CHANTIERS;87393009;ST JEAN DE MAURIENNE ARVAN;87742320;2;Tarif Normal;25;111
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;AURAY;87476200;1;Tarif Normal;24;161
TGV INOUI;AGDE;87781278;DOUAI;87345009;2;Tarif Normal;45;139
TGV INOUI;MANTES LA JOLIE;87381509;YVETOT;87413385;2;Tarif Normal;12;25
TGV INOUI;PERPIGNAN;87784009;DOUAI;87345009;1;Tarif Normal;51;179
TGV INOUI;VERSAILLES CHANTIERS;87393009;BELLEGARDE;87745000;1;Tarif Normal;31;152
TGV INOUI;QUIMPERLE;87476317;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;103
TGV INOUI;CHERBOURG;87444877;MANTES LA JOLIE;87381509;1;Tarif Normal;24;99
TGV INOUI;LYON PERRACHE;87722025;MANTES LA JOLIE;87381509;1;Tarif Normal;29;158
TGV INOUI;LE HAVRE;87413013;CONFLANS FIN D'OISE;87381459;2;Tarif Normal;20;40
TGV INOUI;VERSAILLES CHANTIERS;87393009;GRENOBLE;87747006;1;Tarif Normal;31;171
TGV INOUI;DOL DE BRETAGNE;87478073;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;159
TGV INOUI;VALOGNES;87447284;MANTES LA JOLIE;87381509;1;Tarif Normal;22;79
TGV INOUI;AVIGNON CENTRE;87765008;MANTES LA JOLIE;87381509;1;Tarif Normal;31;167
TGV INOUI;EVREUX - NORMANDIE;87387001;MANTES LA JOLIE;87381509;2;Tarif Normal;10;20
TGV INOUI;VERSAILLES CHANTIERS;87393009;GRENOBLE;87747006;2;Tarif Normal;25;108
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST MALO;87478107;2;Tarif Normal;20;95
TGV INOUI;DIJON VILLE;87713040;MANTES LA JOLIE;87381509;1;Tarif Normal;19;107
TGV INOUI;VERSAILLES CHANTIERS;87393009;EVREUX - NORMANDIE;87387001;1;Tarif Normal;8;29
TGV INOUI;MANTES LA JOLIE;87381509;ROUEN RIVE DROITE;87411017;1;Tarif Normal;15;42
TGV INOUI;VERSAILLES CHANTIERS;87393009;MARSEILLE ST CHARLES;87751008;1;Tarif Normal;31;187
TGV INOUI;ANCENIS;87481192;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;77
TGV INOUI;DIJON VILLE;87713040;MANTES LA JOLIE;87381509;2;Tarif Normal;15;67
TGV INOUI;CAEN;87444000;EVREUX - NORMANDIE;87387001;2;Tarif Normal;14;31
TGV INOUI;LE HAVRE;87413013;MANTES LA JOLIE;87381509;1;Tarif Normal;22;55
TGV INOUI;VERSAILLES CHANTIERS;87393009;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;31;173
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;SAVENAY;87481838;1;Tarif Normal;29;148
TGV INOUI;MONTBARD;87713131;MANTES LA JOLIE;87381509;2;Tarif Normal;15;57
TGV INOUI;CHERBOURG;87444877;EVREUX - NORMANDIE;87387001;2;Tarif Normal;20;44
TGV INOUI;BREAUTE BEUZEVILLE;87413344;MANTES LA JOLIE;87381509;1;Tarif Normal;17;49
TGV INOUI;AVIGNON CENTRE;87765008;VERSAILLES CHANTIERS;87393009;1;Tarif Normal;31;167
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;SAVENAY;87481838;2;Tarif Normal;25;88
TGV INOUI;LYON PART DIEU;87723197;MANTES LA JOLIE;87381509;2;Tarif Normal;25;97
TGV INOUI;EVREUX - NORMANDIE;87387001;LISON;87447219;1;Tarif Normal;17;57
TGV INOUI;CAEN;87444000;MANTES LA JOLIE;87381509;1;Tarif Normal;17;74
TGV INOUI;LE MANS;87396002;MASSY PALAISEAU;87393579;2;Tarif Normal;15;60
TGV INOUI;ANGERS ST LAUD;87484006;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;75
TGV INOUI;MARSEILLE ST CHARLES;87751008;MANTES LA JOLIE;87381509;1;Tarif Normal;31;187
TGV INOUI;EVREUX - NORMANDIE;87387001;ALBERTVILLE;87741645;1;Tarif Normal;31;190
TGV INOUI;CAEN;87444000;MANTES LA JOLIE;87381509;2;Tarif Normal;15;44
TGV INOUI;MASSY PALAISEAU;87393579;ROUEN RIVE DROITE;87411017;2;Tarif Normal;13;29
TGV INOUI;LA ROCHELLE VILLE;87485003;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;94
TGV INOUI;MANTES LA JOLIE;87381509;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;31;173
TGV INOUI;EVREUX - NORMANDIE;87387001;ALBERTVILLE;87741645;2;Tarif Normal;25;125
TGV INOUI;CARENTAN;87447243;MANTES LA JOLIE;87381509;1;Tarif Normal;24;73
TGV INOUI;CAEN;87444000;MASSY PALAISEAU;87393579;2;Tarif Normal;15;44
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;90
TGV INOUI;EVREUX - NORMANDIE;87387001;BERNAY;87444299;1;Tarif Normal;8;30
TGV INOUI;EVREUX - NORMANDIE;87387001;LANDRY;87741777;2;Tarif Normal;25;125
TGV INOUI;BESANCON VIOTTE;87718007;MANTES LA JOLIE;87381509;2;Tarif Normal;20;83
TGV INOUI;CARENTAN;87447243;MASSY PALAISEAU;87393579;2;Tarif Normal;20;52
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;LA ROCHE SUR YON;87486019;1;Tarif Normal;29;148
TGV INOUI;CHERBOURG;87444877;EVREUX - NORMANDIE;87387001;1;Tarif Normal;22;74
TGV INOUI;LE MANS;87396002;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;17;94
TGV INOUI;MARSEILLE ST CHARLES;87751008;MANTES LA JOLIE;87381509;2;Tarif Normal;25;116
TGV INOUI;LYON PERRACHE;87722025;MASSY PALAISEAU;87393579;1;Tarif Normal;29;158
TGV INOUI;TOURS;87571000;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;17;103
TGV INOUI;VALOGNES;87447284;EVREUX - NORMANDIE;87387001;2;Tarif Normal;20;41
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;SABLE SUR SARTHE;87396408;2;Tarif Normal;15;72
TGV INOUI;MANTES LA JOLIE;87381509;VALENCE VILLE;87761007;1;Tarif Normal;31;165
TGV INOUI;MASSY PALAISEAU;87393579;AIX LES BAINS LE REVARD;87741132;2;Tarif Normal;25;103
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;17;89
TGV INOUI;EVREUX - NORMANDIE;87387001;AIME LA PLAGNE;87741769;1;Tarif Normal;31;190
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;LANDERNEAU;87474239;2;Tarif Normal;20;100
TGV INOUI;EVREUX - NORMANDIE;87387001;MASSY PALAISEAU;87393579;1;Tarif Normal;8;29
TGV INOUI;MASSY PALAISEAU;87393579;BOURG ST MAURICE;87741793;2;Tarif Normal;25;118
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;CHATELLERAULT;87575142;1;Tarif Normal;24;129
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;RENNES;87471003;2;Tarif Normal;20;90
TGV INOUI;MORLAIX;87474338;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;99
TGV INOUI;BAYEUX;87444067;EVREUX - NORMANDIE;87387001;1;Tarif Normal;16;52
TGV INOUI;MODANE;87742007;MASSY PALAISEAU;87393579;1;Tarif Normal;31;181
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ARCACHON;87582668;1;Tarif Normal;31;199
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST BRIEUC;87473009;2;Tarif Normal;20;94
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;VANNES;87476606;1;Tarif Normal;24;157
TGV INOUI;BAYEUX;87444067;EVREUX - NORMANDIE;87387001;2;Tarif Normal;14;31
TGV INOUI;MASSY PALAISEAU;87393579;BELLEGARDE;87745000;1;Tarif Normal;31;152
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ARCACHON;87582668;2;Tarif Normal;25;118
TGV INOUI;GUINGAMP;87473207;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;158
TGV INOUI;LAVAL;87478404;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;19;129
TGV INOUI;EVREUX - NORMANDIE;87387001;LISON;87447219;2;Tarif Normal;15;35
TGV INOUI;GRENOBLE;87747006;MASSY PALAISEAU;87393579;2;Tarif Normal;25;108
TGV INOUI;RUFFEC CHARENTE;87583849;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;149
TGV INOUI;LANNION;87473223;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;99
TGV INOUI;ANCENIS;87481192;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;128
TGV INOUI;CARENTAN;87447243;EVREUX - NORMANDIE;87387001;1;Tarif Normal;22;60
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MASSY PALAISEAU;87393579;1;Tarif Normal;29;158
TGV INOUI;COUTRAS;87584516;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;39;96
TGV INOUI;LORIENT;87476002;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;26;161
TGV INOUI;LE CROISIC;87481788;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;29;148
TGV INOUI;CARENTAN;87447243;EVREUX - NORMANDIE;87387001;2;Tarif Normal;20;37
TGV INOUI;AVIGNON CENTRE;87765008;MASSY PALAISEAU;87393579;2;Tarif Normal;25;105
TGV INOUI;MORCENX;87673103;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;110
TGV INOUI;LORIENT;87476002;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;100
TGV INOUI;SURGERES;87485227;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;29;150
TGV INOUI;EVREUX - NORMANDIE;87387001;MANTES LA JOLIE TGV;87514596;1;Tarif Normal;12;28
TGV INOUI;MASSY TGV;87393702;SABLE SUR SARTHE;87396408;2;Tarif Normal;15;72
TGV INOUI;BIARRITZ;87673400;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;199
TGV INOUI;QUIMPERLE;87476317;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;26;170
TGV INOUI;LES SABLES D'OLONNE;87486449;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;29;148
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;EVREUX - NORMANDIE;87387001;1;Tarif Normal;31;190
TGV INOUI;LE HAVRE;87413013;MASSY TGV;87393702;1;Tarif Normal;22;69
TGV INOUI;BIARRITZ;87673400;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;123
TGV INOUI;DOL DE BRETAGNE;87478073;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;95
TGV INOUI;TOURS;87571000;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;15;65
TGV INOUI;EVREUX - NORMANDIE;87387001;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Normal;25;125
TGV INOUI;MASSY TGV;87393702;YVETOT;87413385;1;Tarif Normal;17;58
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;31;199
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST MALO;87478107;1;Tarif Normal;24;159
TGV INOUI;VENDOME;87574558;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;17;88
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;RENNES;87471003;1;Tarif Normal;24;148
TGV INOUI;MASSY TGV;87393702;REDON;87471300;1;Tarif Normal;24;157
TGV INOUI;DOLE VILLE;87713412;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;124
TGV INOUI;LAVAL;87478404;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;15;78
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;CHATELLERAULT;87575142;2;Tarif Normal;20;78
TGV INOUI;LAMBALLE;87473108;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;157
TGV INOUI;MASSY TGV;87393702;LAMBALLE;87473108;1;Tarif Normal;24;157
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;25;107
TGV INOUI;PORNICHET;87481747;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;29;148
TGV INOUI;FACTURE BIGANOS;87582478;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;199
TGV INOUI;PLOUARET TREGOR;87473181;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;99
TGV INOUI;MASSY TGV;87393702;PLOUARET TREGOR;87473181;2;Tarif Normal;20;99
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;184
TGV INOUI;PORNICHET;87481747;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;88
TGV INOUI;LA TESTE;87582643;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;199
TGV INOUI;LANNION;87473223;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;159
TGV INOUI;BREST;87474007;MASSY TGV;87393702;2;Tarif Normal;20;100
TGV INOUI;NIMES;87775007;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;114
TGV INOUI;LE POULIGUEN;87481762;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;29;148
TGV INOUI;COUTRAS;87584516;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;43;145
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ROSPORDEN;87474155;1;Tarif Normal;26;170
TGV INOUI;MASSY TGV;87393702;ANCENIS;87481192;2;Tarif Normal;20;77
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;AGDE;87781278;2;Tarif Normal;25;116
TGV INOUI;LE POULIGUEN;87481762;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;88
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;TOULOUSE MATABIAU;87611004;1;Tarif Normal;31;199
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ROSPORDEN;87474155;2;Tarif Normal;20;103
TGV INOUI;MASSY TGV;87393702;LA BAULE ESCOUBLAC;87481754;2;Tarif Normal;25;88
TGV INOUI;LA ROCHELLE VILLE;87485003;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Normal;25;94
TGV INOUI;LE CROISIC;87481788;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;88
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;TARBES;87671008;1;Tarif Normal;31;199
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;AURAY;87476200;2;Tarif Normal;20;100
TGV INOUI;MASSY TGV;87393702;LE POULIGUEN;87481762;1;Tarif Normal;29;148
TGV INOUI;VERSAILLES CHANTIERS;87393009;ROUEN RIVE DROITE;87411017;1;Tarif Normal;15;42
TGV INOUI;ANGERS ST LAUD;87484006;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;124
TGV INOUI;LOURDES;87671339;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;128
TGV INOUI;NANTES;87481002;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;88
TGV INOUI;MASSY TGV;87393702;SAVENAY;87481838;1;Tarif Normal;29;148
TGV INOUI;BREAUTE BEUZEVILLE;87413344;VERSAILLES CHANTIERS;87393009;1;Tarif Normal;17;63
TGV INOUI;SURGERES;87485227;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;94
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;BAYONNE;87673004;1;Tarif Normal;31;199
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST NAZAIRE;87481705;2;Tarif Normal;25;88
TGV INOUI;MASSY TGV;87393702;LA ROCHELLE VILLE;87485003;1;Tarif Normal;29;150
TGV INOUI;VERSAILLES CHANTIERS;87393009;YVETOT;87413385;1;Tarif Normal;17;58
TGV INOUI;NIORT;87485300;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;90
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;BAYONNE;87673004;2;Tarif Normal;25;123
TGV INOUI;LA BAULE ESCOUBLAC;87481754;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;29;148
TGV INOUI;MASSY TGV;87393702;NIORT;87485300;1;Tarif Normal;24;145
TGV INOUI;VERSAILLES CHANTIERS;87393009;LISIEUX;87444265;1;Tarif Normal;12;49
TGV INOUI;LES SABLES D'OLONNE;87486449;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;88
TGV INOUI;MORCENX;87673103;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;165
TGV INOUI;LA ROCHELLE VILLE;87485003;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;29;150
TGV INOUI;MASSY TGV;87393702;LA ROCHE SUR YON;87486019;2;Tarif Normal;25;88
TGV INOUI;CHERBOURG;87444877;VERSAILLES CHANTIERS;87393009;1;Tarif Normal;24;99
TGV INOUI;POITIERS;87575001;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;130
TGV INOUI;DAX;87673202;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;199
TGV INOUI;NIORT;87485300;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;145
TGV INOUI;MASSY TGV;87393702;LES SABLES D'OLONNE;87486449;2;Tarif Normal;25;88
TGV INOUI;VERSAILLES CHANTIERS;87393009;CARENTAN;87447243;1;Tarif Normal;24;99
TGV INOUI;POITIERS;87575001;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;79
TGV INOUI;DAX;87673202;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;122
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;24;145
TGV INOUI;TOURS;87571000;MASSY TGV;87393702;1;Tarif Normal;17;103
TGV INOUI;VERSAILLES CHANTIERS;87393009;CARENTAN;87447243;2;Tarif Normal;20;52
TGV INOUI;BORDEAUX ST JEAN;87581009;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;111
TGV INOUI;HENDAYE;87677005;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;31;199
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;LA ROCHE SUR YON;87486019;2;Tarif Normal;25;88
TGV INOUI;MASSY TGV;87393702;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Normal;17;89
TGV INOUI;VERSAILLES CHANTIERS;87393009;LYON PART DIEU;87723197;2;Tarif Normal;25;97
TGV INOUI;LA TESTE;87582643;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;25;118
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;NIMES - MANDUEL;87688762;1;Tarif Normal;31;178
TGV INOUI;SAUMUR;87487603;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Normal;22;112
TGV INOUI;VENDOME;87574558;MASSY TGV;87393702;1;Tarif Normal;17;88
TGV INOUI;VERSAILLES CHANTIERS;87393009;MACON LOCHE TGV;87725705;1;Tarif Normal;24;141
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;LIBOURNE;87584052;1;Tarif Normal;24;153
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;NIMES - MANDUEL;87688762;2;Tarif Normal;25;114
TGV INOUI;SAUMUR;87487603;PARIS MONTPARNASSE 1 ET 2;87391003;2;Tarif Normal;20;70
TGV INOUI;MASSY TGV;87393702;POITIERS;87575001;2;Tarif Normal;20;79
TGV INOUI;VERSAILLES CHANTIERS;87393009;AIX LES BAINS LE REVARD;87741132;1;Tarif Normal;31;160
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;LIBOURNE;87584052;2;Tarif Normal;20;99
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;25;114
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;ST PIERRE DES CORPS;87571240;1;Tarif Normal;17;103
TGV INOUI;BORDEAUX ST JEAN;87581009;MASSY TGV;87393702;1;Tarif Normal;31;191
TGV INOUI;VERSAILLES CHANTIERS;87393009;AIX LES BAINS LE REVARD;87741132;2;Tarif Normal;25;103
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;MONTAUBAN VILLE BOURBON;87611244;2;Tarif Normal;25;120
