Transporteur;Gare origine;Gare origine - code UIC;Destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;LILLE FLANDRES;87286005;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Normal;51;179
TGV INOUI;LE CROISIC;87481788;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;98
TGV INOUI;LORIENT;87476002;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;161
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;19;98
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;15;67
TGV INOUI;LILLE FLANDRES;87286005;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Normal;45;139
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;29;137
TGV INOUI;LE POULIGUEN;87481762;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;46;143
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;24;125
TGV INOUI;NIMES;87775007;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;26;175
TGV INOUI;BESANCON VIOTTE;87718007;LILLE FLANDRES;87286005;2;Tarif Normal;25;120
TGV INOUI;CARCASSONNE;87615286;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;45;139
TGV INOUI;LE POULIGUEN;87481762;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;40;98
TGV INOUI;AVIGNON TGV;87318964;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;24;138
TGV INOUI;AVIGNON TGV;87318964;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;91
TGV INOUI;LILLE FLANDRES;87286005;LYON PERRACHE;87722025;1;Tarif Normal;36;178
TGV INOUI;HENDAYE;87677005;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;51;179
TGV INOUI;LE CROISIC;87481788;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;143
TGV INOUI;AIX EN PROVENCE TGV;87319012;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26;166
TGV INOUI;PARIS GARE DE LYON;87686006;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;24;132
TGV INOUI;LILLE FLANDRES;87286005;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Normal;25;127
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST JEAN DE LUZ CIBOURE;87677120;2;Tarif Normal;45;139
TGV INOUI;ANGERS ST LAUD;87484006;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;29;132
TGV INOUI;AIX EN PROVENCE TGV;87319012;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;111
TGV INOUI;PARIS GARE DE LYON;87686006;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;83
TGV INOUI;LILLE FLANDRES;87286005;AIX LES BAINS LE REVARD;87741132;1;Tarif Normal;31;193
TGV INOUI;LYON PERRACHE;87722025;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;168
TGV INOUI;LA ROCHELLE VILLE;87485003;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;112
TGV INOUI;BESANCON - F COMTE TGV;87300863;NIMES - MANDUEL;87688762;1;Tarif Normal;26;155
TGV INOUI;BESANCON - F COMTE TGV;87300863;NIMES - MANDUEL;87688762;2;Tarif Normal;20;105
TGV INOUI;LILLE FLANDRES;87286005;ST AVRE LA CHAMBRE;87741306;1;Tarif Normal;51;193
TGV INOUI;LYON PERRACHE;87722025;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;106
TGV INOUI;NIORT;87485300;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;160
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26;166
TGV INOUI;BESANCON VIOTTE;87718007;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;7;8
TGV INOUI;LILLE FLANDRES;87286005;ALBERTVILLE;87741645;1;Tarif Normal;31;193
TGV INOUI;TGV HAUTE PICARDIE;87313882;AIX LES BAINS LE REVARD;87741132;1;Tarif Normal;31;180
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;106
TGV INOUI;BESANCON - F COMTE TGV;87300863;NIMES PONT DU GARD;87703975;2;Tarif Normal;20;105
TGV INOUI;LYON PERRACHE;87722025;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;17;79
TGV INOUI;LILLE FLANDRES;87286005;ANNECY;87746008;2;Tarif Normal;25;127
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;119
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;89
TGV INOUI;DIJON VILLE;87713040;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;21;21
TGV INOUI;LYON PART DIEU;87723197;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;17;79
TGV INOUI;LILLE FLANDRES;87286005;LA ROCHE SUR FORON;87746305;1;Tarif Normal;31;193
TGV INOUI;AIME LA PLAGNE;87741769;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;ANGOULEME;87583005;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;120
TGV INOUI;MONTBARD;87713131;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;32;32
TGV INOUI;BESANCON - F COMTE TGV;87300863;ALBERTVILLE;87741645;1;Tarif Normal;24;103
TGV INOUI;LILLE FLANDRES;87286005;CLUSES  74;87746370;1;Tarif Normal;31;193
TGV INOUI;LANDRY;87741777;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;TGV HAUTE PICARDIE;87313882;TOULOUSE MATABIAU;87611004;1;Tarif Normal;51;179
TGV INOUI;BESANCON VIOTTE;87718007;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;5;5
TGV INOUI;AIME LA PLAGNE;87741769;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26;112
TGV INOUI;LILLE FLANDRES;87286005;SALLANCHES COMBLOUX MEGEVE;87746438;1;Tarif Normal;31;193
TGV INOUI;LANDRY;87741777;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;119
TGV INOUI;CASTELNAUDARY;87615039;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;45;139
TGV INOUI;LYON PERRACHE;87722025;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;15;51
TGV INOUI;MARSEILLE ST CHARLES;87751008;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26;166
TGV INOUI;LILLE FLANDRES;87286005;SALLANCHES COMBLOUX MEGEVE;87746438;2;Tarif Normal;25;127
TGV INOUI;BOURG ST MAURICE;87741793;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;119
TGV INOUI;TGV HAUTE PICARDIE;87313882;BAYONNE;87673004;1;Tarif Normal;51;179
TGV INOUI;MACON VILLE;87725689;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;15;41
TGV INOUI;MARSEILLE ST CHARLES;87751008;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;111
TGV INOUI;LILLE FLANDRES;87286005;GRENOBLE;87747006;1;Tarif Normal;31;193
TGV INOUI;GRENOBLE;87747006;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;TGV HAUTE PICARDIE;87313882;BAYONNE;87673004;2;Tarif Normal;45;139
TGV INOUI;LANDRY;87741777;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;78
TGV INOUI;BESANCON - F COMTE TGV;87300863;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;31;186
TGV INOUI;LILLE FLANDRES;87286005;TOULON;87755009;1;Tarif Normal;51;179
TGV INOUI;RIVES;87747246;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;43;107
TGV INOUI;DAX;87673202;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;51;179
TGV INOUI;BESANCON - F COMTE TGV;87300863;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;31;166
TGV INOUI;BESANCON - F COMTE TGV;87300863;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;20;73
TGV INOUI;LILLE FLANDRES;87286005;TOULON;87755009;2;Tarif Normal;45;139
TGV INOUI;TGV HAUTE PICARDIE;87313882;TOULON;87755009;1;Tarif Normal;51;179
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST JEAN DE LUZ CIBOURE;87677120;1;Tarif Normal;51;179
TGV INOUI;BESANCON - F COMTE TGV;87300863;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;25;111
TGV INOUI;AVIGNON CENTRE;87765008;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;41;138
TGV INOUI;LILLE FLANDRES;87286005;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;45;139
TGV INOUI;TGV HAUTE PICARDIE;87313882;VALENCE VILLE;87761007;2;Tarif Normal;25;116
TGV INOUI;LYON PART DIEU;87723197;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;106
TGV INOUI;CANNES;87757625;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;31;186
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;111
TGV INOUI;LILLE FLANDRES;87286005;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;51;179
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;36;201
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;CANNES;87757625;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;25;124
TGV INOUI;FUTUROSCOPE;87324095;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;102
TGV INOUI;LILLE FLANDRES;87286005;ANTIBES;87757674;2;Tarif Normal;45;139
TGV INOUI;TGV HAUTE PICARDIE;87313882;AGDE;87781278;1;Tarif Normal;51;179
TGV INOUI;BOURG ST MAURICE;87741793;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;BESANCON - F COMTE TGV;87300863;ANTIBES;87757674;1;Tarif Normal;31;186
TGV INOUI;ARRAS;87342014;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;7;21
TGV INOUI;LILLE FLANDRES;87286005;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Normal;45;139
TGV INOUI;PERPIGNAN;87784009;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;51;179
TGV INOUI;ANNECY;87746008;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;NIMES;87775007;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;105
TGV INOUI;ARRAS;87342014;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;5;11
TGV INOUI;LILLE FLANDRES;87286005;SETE;87773200;1;Tarif Normal;51;179
TGV INOUI;RANG DU FLIERS VERTON;87317057;ETAPLES LE TOUQUET;87317065;2;Tarif Normal;3;3
TGV INOUI;LA ROCHE SUR FORON;87746305;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;AVIGNON TGV;87318964;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;36;201
TGV INOUI;TGV HAUTE PICARDIE;87313882;DOUAI;87345009;2;Tarif Normal;7;17
TGV INOUI;LILLE FLANDRES;87286005;NARBONNE;87781104;1;Tarif Normal;51;179
TGV INOUI;BOULOGNE VILLE;87317586;RANG DU FLIERS VERTON;87317057;2;Tarif Normal;8;8
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Normal;31;180
TGV INOUI;AVIGNON TGV;87318964;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;30;136
TGV INOUI;RENNES;87471003;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;156
TGV INOUI;HAZEBROUCK;87286302;BETHUNE;87342006;1;Tarif Normal;14;16
TGV INOUI;RANG DU FLIERS VERTON;87317057;PARIS GARE DE LYON;87686006;1;Tarif Normal;19;99
TGV INOUI;GRENOBLE;87747006;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;119
TGV INOUI;RENNES;87471003;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;106
TGV INOUI;LAMBALLE;87473108;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;120
TGV INOUI;HAZEBROUCK;87286302;ARRAS;87342014;2;Tarif Normal;7;16
TGV INOUI;BOULOGNE VILLE;87317586;ETAPLES LE TOUQUET;87317065;1;Tarif Normal;11;13
TGV INOUI;RIVES;87747246;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;49;166
TGV INOUI;QUIMPERLE;87476317;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;170
TGV INOUI;BREST;87474007;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;182
TGV INOUI;HAZEBROUCK;87286302;LENS;87345025;1;Tarif Normal;7;21
TGV INOUI;ETAPLES LE TOUQUET;87317065;PARIS GARE DE LYON;87686006;2;Tarif Normal;15;66
TGV INOUI;TGV HAUTE PICARDIE;87313882;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;51;179
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST MALO;87478107;1;Tarif Normal;31;159
TGV INOUI;LORIENT;87476002;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;106
TGV INOUI;TOURCOING;87286542;CROIX WASQUEHAL;87286716;2;Tarif Normal;2;2
TGV INOUI;BOULOGNE VILLE;87317586;PARIS GARE DE LYON;87686006;1;Tarif Normal;19;99
TGV INOUI;TGV HAUTE PICARDIE;87313882;NARBONNE;87781104;1;Tarif Normal;51;179
TGV INOUI;LAVAL;87478404;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;88
TGV INOUI;TGV HAUTE PICARDIE;87313882;AURAY;87476200;1;Tarif Normal;31;161
TGV INOUI;CROIX WASQUEHAL;87286716;PARIS GARE DE LYON;87686006;2;Tarif Normal;15;63
TGV INOUI;AVIGNON TGV;87318964;MASSY PALAISEAU;87393579;1;Tarif Normal;31;187
TGV INOUI;RANG DU FLIERS VERTON;87317057;ETAPLES LE TOUQUET;87317065;1;Tarif Normal;6;8
TGV INOUI;NANTES;87481002;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;147
TGV INOUI;TGV HAUTE PICARDIE;87313882;AURAY;87476200;2;Tarif Normal;25;106
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;26;184
TGV INOUI;LE MANS;87396002;AVIGNON TGV;87318964;2;Tarif Normal;25;125
TGV INOUI;BOULOGNE VILLE;87317586;ETAPLES LE TOUQUET;87317065;2;Tarif Normal;6;6
TGV INOUI;NANTES;87481002;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;98
TGV INOUI;TGV HAUTE PICARDIE;87313882;VANNES;87476606;1;Tarif Normal;31;157
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;20;123
TGV INOUI;AVIGNON TGV;87318964;RENNES;87471003;2;Tarif Normal;45;139
TGV INOUI;ETAPLES LE TOUQUET;87317065;PARIS GARE DE LYON;87686006;1;Tarif Normal;19;99
TGV INOUI;ST NAZAIRE;87481705;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;143
TGV INOUI;TGV HAUTE PICARDIE;87313882;VANNES;87476606;2;Tarif Normal;25;106
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;NIMES PONT DU GARD;87703975;1;Tarif Normal;26;175
TGV INOUI;AVIGNON TGV;87318964;NANTES;87481002;2;Tarif Normal;45;139
TGV INOUI;AIX EN PROVENCE TGV;87319012;AVIGNON TGV;87318964;1;Tarif Normal;17;51
TGV INOUI;ANGERS ST LAUD;87484006;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;89
TGV INOUI;LAVAL;87478404;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;29;129
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;NIMES PONT DU GARD;87703975;2;Tarif Normal;20;119
TGV INOUI;SAUMUR;87487603;AVIGNON TGV;87318964;2;Tarif Normal;25;133
TGV INOUI;AVIGNON TGV;87318964;DOUAI;87345009;1;Tarif Normal;51;179
TGV INOUI;LA ROCHELLE VILLE;87485003;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;167
TGV INOUI;LA BAULE ESCOUBLAC;87481754;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;46;143
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ECOLE VALENTIN;87710731;1;Tarif Normal;14;40
TGV INOUI;AVIGNON TGV;87318964;MELUN;87682005;2;Tarif Normal;25;116
TGV INOUI;AVIGNON TGV;87318964;RENNES;87471003;1;Tarif Normal;51;179
TGV INOUI;SURGERES;87485227;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;167
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST PIERRE DES CORPS;87571240;1;Tarif Normal;29;137
TGV INOUI;MONTBARD;87713131;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;36;36
TGV INOUI;DIJON VILLE;87713040;AVIGNON TGV;87318964;1;Tarif Normal;24;122
TGV INOUI;LAVAL;87478404;AVIGNON TGV;87318964;2;Tarif Normal;25;133
TGV INOUI;SURGERES;87485227;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;112
TGV INOUI;POITIERS;87575001;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;104
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;BEAUNE;87713545;2;Tarif Normal;15;50
TGV INOUI;AVIGNON TGV;87318964;BEAUNE;87713545;2;Tarif Normal;20;73
TGV INOUI;ANGERS ST LAUD;87484006;AVIGNON TGV;87318964;2;Tarif Normal;25;133
TGV INOUI;NIORT;87485300;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;106
TGV INOUI;TGV HAUTE PICARDIE;87313882;TOULOUSE MATABIAU;87611004;2;Tarif Normal;45;139
TGV INOUI;BESANCON VIOTTE;87718007;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;14;40
TGV INOUI;BESANCON VIOTTE;87718007;AVIGNON TGV;87318964;1;Tarif Normal;24;138
TGV INOUI;AVIGNON TGV;87318964;MANTES LA JOLIE TGV;87514596;1;Tarif Normal;31;187
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;160
TGV INOUI;CARCASSONNE;87615286;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;51;179
TGV INOUI;MACON VILLE;87725689;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;15;55
TGV INOUI;BESANCON VIOTTE;87718007;AVIGNON TGV;87318964;2;Tarif Normal;20;91
TGV INOUI;TOURS;87571000;AVIGNON TGV;87318964;1;Tarif Normal;31;193
TGV INOUI;BORDEAUX ST JEAN;87581009;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;194
TGV INOUI;DAX;87673202;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;45;139
TGV INOUI;AIME LA PLAGNE;87741769;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;25;92
TGV INOUI;AVIGNON TGV;87318964;MOUCHARD;87718833;1;Tarif Normal;29;104
TGV INOUI;AVIGNON TGV;87318964;ST PIERRE DES CORPS;87571240;1;Tarif Normal;31;194
TGV INOUI;TGV HAUTE PICARDIE;87313882;LIBOURNE;87584052;2;Tarif Normal;25;120
TGV INOUI;BIARRITZ;87673400;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;51;179
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;BOURG EN BRESSE;87743005;1;Tarif Normal;17;78
TGV INOUI;AVIGNON TGV;87318964;LYON PERRACHE;87722025;2;Tarif Normal;15;51
TGV INOUI;FONTAINEBLEAU AVON;87682211;AVIGNON TGV;87318964;1;Tarif Normal;31;180
TGV INOUI;CASTELNAUDARY;87615039;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;51;179
TGV INOUI;BIARRITZ;87673400;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;45;139
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;TOULON;87755009;1;Tarif Normal;31;194
TGV INOUI;AVIGNON TGV;87318964;LYON PART DIEU;87723197;1;Tarif Normal;17;79
TGV INOUI;AVIGNON TGV;87318964;SENS;87683003;2;Tarif Normal;25;103
TGV INOUI;TGV HAUTE PICARDIE;87313882;NIMES - MANDUEL;87688762;1;Tarif Normal;36;201
TGV INOUI;HENDAYE;87677005;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;45;139
TGV INOUI;CANNES;87757625;BELFORT-MONTBELIARD TGV;87300822;2;Tarif Normal;45;139
TGV INOUI;AVIGNON TGV;87318964;LYON PART DIEU;87723197;2;Tarif Normal;15;51
TGV INOUI;AVIGNON TGV;87318964;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;20;68
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;36;201
TGV INOUI;TGV HAUTE PICARDIE;87313882;NIMES - MANDUEL;87688762;2;Tarif Normal;30;136
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;20;83
TGV INOUI;AVIGNON TGV;87318964;BELLEGARDE;87745000;2;Tarif Normal;30;64
TGV INOUI;AVIGNON TGV;87318964;LONS LE SAUNIER;87718239;1;Tarif Normal;24;111
TGV INOUI;TGV HAUTE PICARDIE;87313882;LE CREUSOT MONTCEAU MONTCHANIN;87694109;1;Tarif Normal;29;150
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;30;136
TGV INOUI;AVIGNON CENTRE;87765008;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Normal;50;164
TGV INOUI;AVIGNON TGV;87318964;ANNECY;87746008;1;Tarif Normal;24;122
TGV INOUI;AVIGNON TGV;87318964;MACON LOCHE TGV;87725705;2;Tarif Normal;15;61
TGV INOUI;TGV HAUTE PICARDIE;87313882;LE CREUSOT MONTCEAU MONTCHANIN;87694109;2;Tarif Normal;25;101
TGV INOUI;TGV HAUTE PICARDIE;87313882;AIX LES BAINS LE REVARD;87741132;2;Tarif Normal;25;119
TGV INOUI;BESANCON - F COMTE TGV;87300863;NIMES PONT DU GARD;87703975;1;Tarif Normal;26;155
TGV INOUI;AVIGNON TGV;87318964;TOULON;87755009;1;Tarif Normal;17;67
TGV INOUI;AVIGNON TGV;87318964;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Normal;22;120
TGV INOUI;TGV HAUTE PICARDIE;87313882;NIMES PONT DU GARD;87703975;1;Tarif Normal;36;201
TGV INOUI;ST AVRE LA CHAMBRE;87741306;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;BESANCON - F COMTE TGV;87300863;BEAUNE;87713545;2;Tarif Normal;12;30
TGV INOUI;AVIGNON TGV;87318964;TOULON;87755009;2;Tarif Normal;15;41
TGV INOUI;AVIGNON TGV;87318964;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Normal;20;69
TGV INOUI;TGV HAUTE PICARDIE;87313882;NIMES PONT DU GARD;87703975;2;Tarif Normal;30;136
TGV INOUI;MODANE;87742007;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;BESANCON - F COMTE TGV;87300863;CHALON SUR SAONE;87725002;2;Tarif Normal;13;30
TGV INOUI;AVIGNON TGV;87318964;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;17;89
TGV INOUI;AVIGNON TGV;87318964;AIX LES BAINS LE REVARD;87741132;1;Tarif Normal;22;120
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;119
TGV INOUI;TGV HAUTE PICARDIE;87313882;ST MICHEL VALLOIRE;87742361;1;Tarif Normal;31;180
TGV INOUI;MACON VILLE;87725689;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;17;61
TGV INOUI;AVIGNON TGV;87318964;ANTIBES;87757674;1;Tarif Normal;24;99
TGV INOUI;AVIGNON TGV;87318964;BOURG EN BRESSE;87743005;2;Tarif Normal;20;65
TGV INOUI;ST AVRE LA CHAMBRE;87741306;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;119
TGV INOUI;ANNEMASSE;87745497;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;119
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;30;63
TGV INOUI;AVIGNON TGV;87318964;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;15;51
TGV INOUI;AVIGNON TGV;87318964;MIRAMAS;87753004;2;Tarif Normal;7;15
TGV INOUI;AIME LA PLAGNE;87741769;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;119
TGV INOUI;ANNECY;87746008;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;119
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26;110
TGV INOUI;AVIGNON TGV;87318964;MONTELIMAR GARE SNCF;87764001;1;Tarif Normal;9;28
TGV INOUI;AVIGNON TGV;87318964;ARLES;87753657;1;Tarif Normal;14;16
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;LA ROCHE SUR FORON;87746305;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;119
TGV INOUI;AIME LA PLAGNE;87741769;BESANCON - F COMTE TGV;87300863;2;Tarif Normal;20;78
TGV INOUI;AVIGNON TGV;87318964;MONTELIMAR GARE SNCF;87764001;2;Tarif Normal;7;17
TGV INOUI;AVIGNON TGV;87318964;LES ARCS DRAGUIGNAN;87755447;1;Tarif Normal;17;84
TGV INOUI;ANNEMASSE;87745497;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;CLUSES  74;87746370;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;31;180
TGV INOUI;LANDRY;87741777;BESANCON - F COMTE TGV;87300863;1;Tarif Normal;26;112
TGV INOUI;AVIGNON TGV;87318964;ORANGE;87765107;2;Tarif Normal;8;8
TGV INOUI;AVIGNON TGV;87318964;NICE VILLE;87756056;1;Tarif Normal;24;102
TGV INOUI;TGV HAUTE PICARDIE;87313882;SALLANCHES COMBLOUX MEGEVE;87746438;1;Tarif Normal;31;180
TGV INOUI;CLUSES  74;87746370;TGV HAUTE PICARDIE;87313882;2;Tarif Normal;25;119
TGV INOUI;BESANCON - F COMTE TGV;87300863;TOULON;87755009;1;Tarif Normal;31;166
TGV INOUI;AVIGNON TGV;87318964;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Normal;14;41
TGV INOUI;AVIGNON TGV;87318964;MENTON;87756486;2;Tarif Normal;20;62
